	Mean_cyto	Mean_total	log2FoldChange	lfcSE	pvalue	padj
FBgn0034183	0.918284551	3.371037501	-0.909013589	0.689821896	0.187586969	0.290394466
FBgn0264353	0	2.407883929	-0.873158315	0.663440735	0.188138476	0.291203406
FBgn0037429	4.099693091	1.926307143	0.898386137	0.682693341	0.188192873	0.291251431
FBgn0038830	428.8208922	394.4113876	0.118274993	0.08988404	0.188220363	0.291257808
FBgn0031945	0	0.481576786	-0.877918575	0.66749762	0.188429757	0.291545631
FBgn0031287	647.6746584	693.4705717	-0.099775955	0.075870854	0.188484289	0.291593804
FBgn0031974	49.11930691	62.60498216	-0.338042811	0.257380817	0.189049708	0.292432234
FBgn0010435	11.87252439	6.742075002	0.595487882	0.453833138	0.189476419	0.293055921
FBgn0034151	0	1.444730358	-0.873754697	0.666093731	0.189601335	0.293212736
FBgn0036731	14.48519308	9.631535717	0.555185475	0.423391388	0.189762532	0.293425612
FBgn0259242	926.7619894	1017.571749	-0.130554197	0.099712886	0.190432359	0.294424822
FBgn0259710	5.017977643	9.149958932	-0.725630442	0.554267559	0.190476783	0.294456977
FBgn0037727	2.120939026	5.297344645	-0.864303798	0.660407486	0.190621357	0.294643926
FBgn0034179	446.2564633	496.5056662	-0.147668484	0.11286794	0.190761487	0.294823961
FBgn0082998	2.754853654	7.223651788	-0.808908773	0.618524283	0.190939665	0.295062746
FBgn0039920	1645.902825	1859.36797	-0.174870311	0.133725567	0.190981713	0.295091134
FBgn0034844	20.42145527	13.48415	0.496010904	0.379447999	0.191147946	0.295311374
FBgn0028519	2.754853654	5.77892143	-0.800369286	0.612593795	0.191373984	0.295623942
FBgn0051807	13.70909349	21.18937858	-0.528543788	0.40471798	0.191567594	0.295886346
FBgn0010269	273.8441605	306.2828358	-0.165721828	0.126910689	0.19161562	0.295923851
FBgn0264310	18.72707113	12.03941965	0.606336847	0.464518421	0.191790016	0.296156483
FBgn0035244	539.3349145	579.8184502	-0.103092176	0.07900436	0.191929543	0.296298513
FBgn0051102	3.039223578	1.444730358	0.888609662	0.680981751	0.191928614	0.296298513
FBgn0053752	0	0.963153572	-0.86936014	0.666763295	0.192284313	0.296809436
FBgn0029858	281.9428657	235.9726251	0.25739252	0.197480411	0.192444195	0.297004259
FBgn0086693	10.81205487	6.260498216	0.639338076	0.490537637	0.192458188	0.297004259
FBgn0051463	8.691115848	4.815767859	0.660266592	0.507062467	0.192868349	0.297600375
FBgn0047205	8.83330081	5.77892143	0.683083668	0.524664987	0.192936027	0.297667951
FBgn0052681	6.854546745	2.889460715	0.712195484	0.548235174	0.193920147	0.299149251
FBgn0029835	0	1.444730358	-0.864488728	0.665561586	0.193983002	0.299209178
FBgn0032799	626.6962986	576.9289895	0.117720557	0.09066372	0.194139375	0.299413318
FBgn0250904	21.19755486	15.41045715	0.475072636	0.366209679	0.194538486	0.299991728
FBgn0262116	1852.113805	2094.377442	-0.163259617	0.125900551	0.194722476	0.300238305
FBgn0041723	33.35444918	44.78664109	-0.405542305	0.312774207	0.194769658	0.300273905
FBgn0013981	3712.871383	3989.382094	-0.100357383	0.07747253	0.195184647	0.30087647
FBgn0033980	106.8408841	135.3230768	-0.314441913	0.242862214	0.195412082	0.301189806
FBgn0037185	360.3405995	326.9906376	0.136449893	0.105395807	0.195443579	0.301201104
FBgn0036502	526.271571	484.9478234	0.113452129	0.087662556	0.195599303	0.301266119
FBgn0037477	1.060469513	0	0.738758584	0.570835715	0.19560663	0.301266119
FBgn0039010	7.915016259	4.334191073	0.693172949	0.535560246	0.195563543	0.301266119
FBgn0039723	0	1.444730358	-0.861549622	0.665577477	0.195513735	0.301266119
FBgn0053792	1.060469513	0	0.738758584	0.570835715	0.19560663	0.301266119
FBgn0261792	181.6958292	155.0677251	0.217377246	0.168190155	0.196201599	0.302145129
FBgn0031514	7.138916669	3.852614287	0.748556497	0.579641028	0.196560183	0.30262525
FBgn0084049	0.918284551	2.889460715	-0.890309142	0.689409187	0.196561935	0.30262525
FBgn0037040	1.060469513	3.852614287	-0.891429815	0.690893926	0.196961898	0.303203575
FBgn0038279	0	2.407883929	-0.851287612	0.66026931	0.197292553	0.303675075
FBgn0039902	4102.004678	3615.678508	0.186893609	0.145087775	0.197696651	0.304259491
FBgn0263023	0	1.444730358	-0.856656447	0.665220998	0.197823524	0.30441716
FBgn0031951	1316.458026	1405.722638	-0.092184586	0.071598312	0.197911511	0.304485649
FBgn0053127	3.957508129	8.668382146	-0.754781753	0.586234103	0.197916893	0.304485649
FBgn0030887	0	1.444730358	-0.856039261	0.664934727	0.197953703	0.304504691
FBgn0019947	2445.627508	2221.513713	0.138869356	0.107896122	0.198071523	0.304648327
FBgn0003979	4.241878053	1.444730358	0.865282354	0.67259141	0.198271987	0.304919024
FBgn0259707	8.199386182	13.48415	-0.636259394	0.494766441	0.198450291	0.30515558
FBgn0033696	49.10747151	35.15510537	0.416009529	0.323738127	0.19878577	0.305633734
FBgn0053985	1.836569103	0.481576786	0.844610207	0.657321725	0.198817914	0.30564545
FBgn0083028	3.815323167	1.444730358	0.834214648	0.649285038	0.19885506	0.305664851
FBgn0033958	0	1.926307143	-0.848219897	0.660326167	0.198950682	0.305774121
FBgn0052016	1154.223864	1360.935997	-0.238677382	0.186063378	0.199571042	0.306689753
FBgn0034248	326.4174105	297.6144537	0.133092228	0.103778443	0.199679553	0.306818675
FBgn0040877	2.754853654	0.963153572	0.872489324	0.680735899	0.199952997	0.307200962
FBgn0015033	0	0.963153572	-0.851002687	0.664386439	0.200234029	0.307594812
FBgn0053252	1.978754065	0.481576786	0.876973239	0.684941514	0.200417773	0.307839131
FBgn0053199	7.138916669	3.852614287	0.717256344	0.560558899	0.20070771	0.30824648
FBgn0037930	1489.213876	1600.279659	-0.101502559	0.079352574	0.200849943	0.308426914
FBgn0035699	0	1.444730358	-0.842664007	0.659306222	0.201211643	0.308944278
FBgn0040670	8.341571144	4.815767859	0.791117094	0.619093622	0.201297587	0.309038166
FBgn0030665	0.918284551	0	0.727452585	0.569528494	0.201500171	0.309311076
FBgn0083988	0	1.444730358	-0.847928232	0.664104875	0.201673329	0.309538756
FBgn0035428	4.099693091	0.963153572	0.818094887	0.640867376	0.201763568	0.309639127
FBgn0259737	17.31705692	11.07626608	0.533412875	0.418239539	0.202176016	0.310233894
FBgn0034438	3.039223578	6.742075002	-0.788001537	0.618027375	0.202299716	0.310385493
FBgn0053640	1.836569103	0.481576786	0.839623437	0.658800345	0.202495736	0.310648001
FBgn0264339	28.47865649	21.18937858	0.400559192	0.314464229	0.202740327	0.310984948
FBgn0262149	31.23351015	23.11568572	0.400598719	0.314534873	0.202797203	0.311033909
FBgn0000451	1.836569103	0.481576786	0.820040873	0.643903719	0.202824433	0.311037395
FBgn0039629	2.754853654	0.963153572	0.869726367	0.683020402	0.202892657	0.311103738
FBgn0036411	0	1.444730358	-0.84235253	0.661564611	0.202921091	0.311109061
FBgn0053287	0	1.444730358	-0.845513746	0.664159219	0.202997173	0.311149153
FBgn0063392	0	1.444730358	-0.845513746	0.664159219	0.202997173	0.311149153
FBgn0050323	4.875792681	9.149958932	-0.704280394	0.553523437	0.203245679	0.311491749
FBgn0038421	202.6208496	158.4387626	0.336878135	0.264792551	0.203289926	0.311521253
FBgn0027526	511.4783372	476.761018	0.106919563	0.084066155	0.203426318	0.311691936
FBgn0001134	0	1.444730358	-0.842348267	0.662900642	0.20383517	0.31227999
FBgn0002576	0	1.926307143	-0.821067247	0.646260223	0.20391009	0.312356373
FBgn0038395	37.3119573	49.12083216	-0.388627147	0.305979694	0.20404629	0.312488193
FBgn0052170	21.33973983	14.44730358	0.455567987	0.358682411	0.204043593	0.312488193
FBgn0261119	1137.979112	1059.468929	0.100696185	0.079314073	0.204231475	0.312733367
FBgn0032670	20.35628049	13.00257322	0.556025128	0.438182578	0.204464314	0.313033325
FBgn0037736	1.060469513	3.371037501	-0.875980843	0.690347952	0.204477597	0.313033325
FBgn0053013	0	1.444730358	-0.83982741	0.662087955	0.204636248	0.313237725
FBgn0053513	1.978754065	0.481576786	0.869291954	0.685567484	0.204801917	0.313452818
FBgn0027518	151.6413028	175.7755268	-0.203229177	0.160361663	0.205041706	0.313781285
FBgn0035505	0	0.963153572	-0.839292092	0.662368129	0.205116602	0.313857361
FBgn0028644	1.978754065	0.963153572	0.869490902	0.686431612	0.205268844	0.314041383
FBgn0032720	183.1710182	161.3282233	0.184849927	0.145938262	0.205287262	0.314041383
FBgn0051164	0	0.963153572	-0.83732153	0.661551141	0.205622538	0.314515671
FBgn0004915	965.8926827	878.3960574	0.139739545	0.110486064	0.205953512	0.314983264
FBgn0083141	2.120939026	0.481576786	0.838781888	0.663593995	0.206230525	0.315368226
FBgn0033031	0	0.963153572	-0.837215295	0.66261497	0.206408853	0.3156022
FBgn0039463	0	1.444730358	-0.83273396	0.659135436	0.206455137	0.315634246
FBgn0002926	0	1.926307143	-0.829383854	0.656712085	0.206612991	0.315759764
FBgn0034374	0	0.963153572	-0.834899636	0.661070185	0.206606581	0.315759764
FBgn0034387	3.039223578	6.260498216	-0.800343337	0.63371795	0.206613245	0.315759764
FBgn0052396	1.978754065	4.815767859	-0.824935408	0.653266564	0.206666352	0.315802201
FBgn0051690	1.836569103	0.963153572	0.851452963	0.674390742	0.20675045	0.315891976
FBgn0029848	4.875792681	1.926307143	0.769545197	0.609743661	0.20692005	0.316091268
FBgn0035838	63.24311989	78.01543931	-0.288806896	0.228839915	0.20693161	0.316091268
FBgn0052581	1219.422067	1101.366109	0.1490724	0.118129674	0.206970867	0.316112489
FBgn0034264	17.80878658	12.52099643	0.497410938	0.394560618	0.207427581	0.316750864
FBgn0036208	0	1.926307143	-0.83391807	0.661505317	0.207439666	0.316750864
FBgn0033019	246.840693	306.7644126	-0.297795436	0.236287742	0.207558115	0.31685409
FBgn0039498	0	1.926307143	-0.833658135	0.661449538	0.207543016	0.31685409
FBgn0033089	92.29051623	78.97859288	0.230290876	0.182841205	0.207845095	0.317214477
FBgn0035612	0	0.963153572	-0.832177211	0.660687609	0.207827299	0.317214477
FBgn0037166	22.68457926	14.44730358	0.57482614	0.456847305	0.208302926	0.317874295
FBgn0034145	5.936262194	2.889460715	0.753263359	0.598709832	0.208339577	0.317891301
FBgn0051391	3.957508129	7.705228574	-0.733766373	0.58333461	0.208434268	0.317996852
FBgn0050360	4.099693091	7.223651788	-0.728978992	0.579679996	0.208553039	0.31813911
FBgn0046322	8.199386182	4.334191073	0.680645494	0.541371212	0.208658751	0.318261414
FBgn0038462	587.5892762	637.6076645	-0.112641915	0.089678069	0.209090663	0.318881172
FBgn0051159	96.39020932	112.6889679	-0.21899254	0.174528231	0.209562781	0.319562087
FBgn0004511	0	0.481576786	-0.829515236	0.661237909	0.209664567	0.319678187
FBgn0029745	0	0.963153572	-0.830030682	0.661774945	0.209751449	0.319771537
FBgn0037654	36.82022764	47.19452502	-0.348159048	0.277706605	0.209953323	0.32004015
FBgn0052704	0	0.963153572	-0.828279331	0.66078643	0.210032858	0.320122235
FBgn0032680	1.836569103	0.481576786	0.85417531	0.682205218	0.210540821	0.320857208
FBgn0027575	61.40655078	74.64440181	-0.262402625	0.209650727	0.210709091	0.321074385
FBgn0030055	271.5040263	298.0960305	-0.138229402	0.110451389	0.210753801	0.321103255
FBgn0035157	8.05720122	4.334191073	0.665065828	0.531577521	0.210891688	0.321274063
FBgn0086200	3.039223578	1.444730358	0.851016417	0.680789183	0.211283484	0.321831588
FBgn0263239	3.039223578	0.963153572	0.843824278	0.675224192	0.211410994	0.321986463
FBgn0050060	0	0.963153572	-0.827935042	0.662573954	0.211455285	0.322014568
FBgn0005626	0	1.444730358	-0.824866721	0.66031351	0.211590224	0.322062648
FBgn0013689	0	1.444730358	-0.825803767	0.660993449	0.211541733	0.322062648
FBgn0051343	1.836569103	0.481576786	0.831407543	0.665517892	0.21156853	0.322062648
FBgn0264706	0.918284551	3.371037501	-0.86323195	0.690914452	0.211516991	0.322062648
FBgn0025644	3.815323167	1.444730358	0.811321064	0.649510409	0.211618584	0.322066482
FBgn0052713	0	2.407883929	-0.822436237	0.658731442	0.211842435	0.322367798
FBgn0042175	238.8486666	266.3119626	-0.148176	0.118855741	0.212512002	0.32334722
FBgn0010313	845.3308697	937.6300021	-0.160547652	0.128790455	0.212551407	0.323367698
FBgn0033215	11.87252439	7.705228574	0.591583842	0.474735096	0.212714974	0.323577045
FBgn0041241	7.772831297	12.52099643	-0.602422728	0.483523827	0.212800812	0.323668114
FBgn0032225	21.41675001	14.44730358	0.475196544	0.381458208	0.212861023	0.323720186
FBgn0010398	140.1301585	161.8098001	-0.199978637	0.16076616	0.213532681	0.324702026
FBgn0035816	0	1.444730358	-0.818648011	0.658215263	0.213595627	0.324758119
FBgn0039530	0	1.926307143	-0.820068489	0.659423069	0.213641255	0.32478787
FBgn0038069	0	1.444730358	-0.820138913	0.660167624	0.214118815	0.325434486
FBgn0051907	0	1.444730358	-0.820138913	0.660167624	0.214118815	0.325434486
FBgn0029946	4.241878053	7.223651788	-0.719319875	0.579458656	0.214470827	0.325929755
FBgn0035813	0	0.963153572	-0.817796543	0.658924488	0.214565804	0.326034335
FBgn0030932	10.81205487	6.260498216	0.610698612	0.492087441	0.214592163	0.326034638
FBgn0051361	0	1.926307143	-0.813653947	0.65587052	0.214764271	0.326256351
FBgn0029762	0	1.444730358	-0.817631257	0.659357407	0.214959647	0.326513355
FBgn0035860	23.31849389	16.85518751	0.465672625	0.375602655	0.215048932	0.326609169
FBgn0028738	23.74504878	31.78406787	-0.414207858	0.334127316	0.215097204	0.326642677
FBgn0031716	5.302347566	1.444730358	0.817719732	0.660238222	0.215522475	0.327220342
FBgn0039879	1.060469513	3.371037501	-0.856131055	0.691263558	0.215530112	0.327220342
FBgn0029123	4.099693091	7.705228574	-0.721527875	0.582879439	0.215764965	0.327536999
FBgn0033835	1.836569103	0.481576786	0.84442826	0.682548739	0.216024283	0.327850784
FBgn0053470	1.836569103	0.481576786	0.84442826	0.682548739	0.216024283	0.327850784
FBgn0034488	1089.481884	988.1955646	0.142067441	0.114889853	0.216252921	0.328117867
FBgn0069969	17.66660162	12.03941965	0.483791464	0.391232515	0.216241946	0.328117867
FBgn0011276	3.815323167	1.926307143	0.801274089	0.648027858	0.216279849	0.328118778
FBgn0051901	3.039223578	6.742075002	-0.763998791	0.619217696	0.217272625	0.329584801
FBgn0042207	9.117670734	13.96572679	-0.59407856	0.481675864	0.217442398	0.329802191
FBgn0027554	912.4663229	853.8356413	0.095067633	0.077147247	0.217841489	0.330367301
FBgn0003382	0	1.444730358	-0.807791485	0.656517547	0.218540343	0.331386823
FBgn0015600	76.74485364	90.05485896	-0.230347398	0.187388898	0.218978897	0.332011435
FBgn0026015	1557.800847	1654.216259	-0.086499781	0.070384723	0.219088021	0.33213648
FBgn0028671	1899.04116	1786.168299	0.088048709	0.071677921	0.219299202	0.332416195
FBgn0031531	0	1.926307143	-0.80602397	0.656425852	0.219485272	0.332657783
FBgn0085582	0	0.481576786	-0.807216322	0.657445657	0.21951946	0.332669143
FBgn0034740	2.120939026	0.481576786	0.808242319	0.659383343	0.220290949	0.333797702
FBgn0035798	0	1.444730358	-0.803951316	0.655942486	0.220333049	0.333820908
FBgn0031286	274.7624451	304.3565287	-0.148693258	0.121359863	0.220490085	0.334018224
FBgn0033277	1.978754065	4.815767859	-0.802666687	0.655368804	0.220667275	0.33424602
FBgn0031620	2.897038616	0.963153572	0.829612724	0.677837948	0.220986136	0.334647656
FBgn0033397	1.978754065	5.297344645	-0.80800199	0.66016388	0.220974285	0.334647656
FBgn0040385	0	1.444730358	-0.802738159	0.655980526	0.221056912	0.334714165
FBgn0036414	1.836569103	0.963153572	0.828024502	0.676996174	0.221297239	0.334957895
FBgn0036440	0	1.444730358	-0.805736562	0.658775275	0.221298508	0.334957895
FBgn0039585	0	0.963153572	-0.796339323	0.651052849	0.221270709	0.334957895
FBgn0031397	9.6094004	14.92888036	-0.549458376	0.449313398	0.221373336	0.335030466
FBgn0039829	99.00287801	82.34963038	0.274014525	0.224099133	0.22142867	0.33507352
FBgn0021767	1.978754065	0.481576786	0.837846533	0.685620949	0.221697846	0.335440119
FBgn0004862	1.060469513	0	0.713504141	0.583987068	0.221790561	0.335539664
FBgn0031801	1.836569103	0.481576786	0.832524865	0.681522184	0.221871495	0.335621366
FBgn0034126	548.3340711	470.5005198	0.231757804	0.189755278	0.221953141	0.335704126
FBgn0013303	467.4006787	533.5870787	-0.182351514	0.149487916	0.222525093	0.336528363
FBgn0034437	0	1.444730358	-0.783660131	0.642907303	0.222870094	0.337009218
FBgn0032773	0	0.963153572	-0.801253525	0.657594198	0.223048467	0.337238025
FBgn0032768	0	1.444730358	-0.798683007	0.656071189	0.22346253	0.337782112
FBgn0036768	0	1.444730358	-0.798683007	0.656071189	0.22346253	0.337782112
FBgn0062978	2.120939026	4.815767859	-0.800473748	0.658222806	0.223941626	0.338465254
FBgn0038170	18.44270121	13.48415	0.45858098	0.377295687	0.224197602	0.338790202
FBgn0041337	0	1.444730358	-0.798726001	0.657167648	0.224210992	0.338790202
FBgn0039872	0	0.963153572	-0.796863668	0.655723257	0.224273093	0.338842958
FBgn0033450	62.19448577	78.01543931	-0.318561267	0.262193631	0.224371903	0.338943641
FBgn0036654	0	1.444730358	-0.798591828	0.657316987	0.224394125	0.338943641
FBgn0033633	0	1.444730358	-0.798264298	0.65723798	0.224528532	0.339105561
FBgn0039349	569.2354206	630.3840127	-0.143585406	0.118234288	0.22458957	0.339156647
FBgn0027578	0	1.926307143	-0.784885013	0.646699967	0.22487101	0.339540513
FBgn0023523	13.07517886	8.18680536	0.655843361	0.54045699	0.22493956	0.339602876
FBgn0039818	0.918284551	3.852614287	-0.837252992	0.690220562	0.225121262	0.339836034
FBgn0039628	0	1.444730358	-0.795452235	0.656118905	0.225374653	0.34017734
FBgn0037071	91.08786175	77.53386253	0.226364365	0.186832854	0.225670293	0.340582328
FBgn0053286	0	0.963153572	-0.793712903	0.655181608	0.225726995	0.340626654
FBgn0016977	13731.94361	12677.99046	0.104853868	0.086591318	0.225931778	0.340894401
FBgn0000057	350.2157986	319.7669858	0.134587398	0.111233483	0.226296545	0.341362121
FBgn0040809	5.302347566	2.407883929	0.777851658	0.642841004	0.226270511	0.341362121
FBgn0039504	2.897038616	5.297344645	-0.74190504	0.61352353	0.226565743	0.341726837
FBgn0027932	4424.168375	4035.613466	0.123300795	0.101984714	0.226658039	0.341824678
FBgn0261848	3.039223578	5.297344645	-0.754525204	0.624194387	0.226740289	0.341907347
FBgn0032894	0	1.926307143	-0.792377723	0.656098262	0.227158073	0.342491674
FBgn0038398	0.918284551	0	0.704064362	0.583004702	0.227182754	0.342491674
FBgn0050047	3.957508129	7.223651788	-0.719605381	0.596199404	0.227436859	0.342833282
FBgn0085260	23.74504878	16.85518751	0.410658627	0.340443512	0.227722649	0.343222563
FBgn0032748	365.139382	395.3745412	-0.119136449	0.098773091	0.227754641	0.343229274
FBgn0033855	2.754853654	6.260498216	-0.7473573	0.619798584	0.227892022	0.343394786
FBgn0024998	524.1269612	486.8741305	0.109400138	0.090751407	0.22801324	0.343527403
FBgn0050486	2.120939026	3.852614287	-0.804391031	0.667303163	0.228035161	0.343527403
FBgn0031240	0	1.444730358	-0.784800661	0.651510157	0.22836278	0.343979373
FBgn0033214	12.64862398	8.18680536	0.567851356	0.471715079	0.22866628	0.344357899
FBgn0035577	0	0.481576786	-0.784620337	0.651789721	0.228669339	0.344357899
FBgn0033271	1.836569103	0	0.82181959	0.683354527	0.229121269	0.344996784
FBgn0025712	0	1.444730358	-0.786877935	0.654947657	0.229581976	0.345648727
FBgn0034439	0	0.963153572	-0.783032082	0.651829431	0.229641164	0.345696078
FBgn0016974	6.712361784	2.889460715	0.674683601	0.562099707	0.23002608	0.346233701
FBgn0020391	40.20899592	50.08398573	-0.310319817	0.258580218	0.230103965	0.346309107
FBgn0261636	25.58161788	33.71037501	-0.368510275	0.307127259	0.230193007	0.346401286
FBgn0034883	0	1.444730358	-0.78363982	0.653603415	0.230546195	0.346890888
FBgn0039977	630.3279329	836.9804538	-0.356221749	0.297209181	0.230700765	0.347081558
FBgn0262736	6885.92212	7379.20109	-0.10013225	0.083601374	0.231020391	0.347520475
FBgn0035539	410.0168109	443.5322198	-0.111896185	0.093445752	0.231133002	0.347647913
FBgn0004620	1.060469513	3.852614287	-0.828362021	0.692304047	0.231490103	0.348143013
FBgn0044047	35.75975813	22.63410894	0.478935655	0.40091007	0.232235076	0.349221254
FBgn0261509	1.060469513	2.889460715	-0.824711078	0.69069474	0.232465759	0.349525969
FBgn0264562	15.83003252	9.149958932	0.516076475	0.432597274	0.232880304	0.350107023
FBgn0264340	4.241878053	1.444730358	0.76653962	0.642609097	0.232926077	0.350133602
FBgn0027795	45.78387801	35.63668215	0.339032075	0.284497014	0.233383056	0.350778224
FBgn0034512	1.836569103	0.481576786	0.788519074	0.661829802	0.233487672	0.350893145
FBgn0035865	17.95097154	24.56041608	-0.457000832	0.383700815	0.23364012	0.351079915
FBgn0030927	0	0.963153572	-0.778391639	0.654058805	0.234009341	0.351592335
FBgn0039324	0	1.444730358	-0.779181695	0.654831818	0.23408731	0.351667086
FBgn0038032	0	0.963153572	-0.777412427	0.654112115	0.234636372	0.352449453
FBgn0034200	16.32176218	11.07626608	0.545808708	0.45935024	0.234747118	0.352573311
FBgn0050021	6.996731707	2.889460715	0.739628298	0.622586112	0.234835943	0.352664219
FBgn0029002	551.7998495	631.8287431	-0.185682354	0.156339324	0.234956315	0.352759975
FBgn0038766	67.41982316	55.86290716	0.258035969	0.21725193	0.234941009	0.352759975
FBgn0036282	9.467215438	5.77892143	0.601680203	0.506767831	0.235113387	0.352953281
FBgn0039889	697.1553454	848.5382967	-0.271043055	0.228354672	0.235251702	0.353118386
FBgn0083032	0.918284551	3.371037501	-0.821210696	0.69204455	0.235367968	0.353250359
FBgn0025882	3.673138206	2.407883929	0.811329131	0.684170056	0.235678037	0.353673134
FBgn0015777	3777.1038	4252.804596	-0.162928831	0.137489434	0.236006372	0.354123214
FBgn0039007	3.039223578	0.481576786	0.795933566	0.672120536	0.23632894	0.354564534
FBgn0025874	238.6413068	267.2751162	-0.162147465	0.13706447	0.23680858	0.355241374
FBgn0039859	71.02778658	56.34448395	0.322133468	0.272436176	0.237039841	0.355545498
FBgn0039328	289.674193	335.6590198	-0.211031605	0.17854353	0.23722092	0.355774287
FBgn0040696	5.509707308	2.889460715	0.70954151	0.600368728	0.237268048	0.355802151
FBgn0042180	219.8490609	197.4464822	0.149659744	0.126665539	0.237390334	0.355942701
FBgn0037934	1.978754065	4.334191073	-0.776171881	0.657253533	0.237629646	0.356258665
FBgn0052831	3.957508129	1.444730358	0.75512005	0.639587991	0.237747702	0.356392785
FBgn0085382	3.673138206	1.444730358	0.797595363	0.676331892	0.238280409	0.357148374
FBgn0015321	797.763762	856.2435253	-0.09854486	0.083582789	0.238394596	0.357276557
FBgn0032428	0	0.963153572	-0.766228532	0.649933263	0.23842439	0.357278247
FBgn0038306	323.5855466	294.724993	0.1341874	0.113856174	0.23856969	0.357452999
FBgn0054027	1.978754065	4.815767859	-0.773539176	0.657039851	0.239072047	0.35816263
FBgn0260718	2.754853654	5.77892143	-0.725174429	0.616707151	0.239642298	0.358973793
FBgn0030697	0.918284551	2.889460715	-0.812771359	0.69124519	0.239671762	0.358974784
FBgn0038984	1857.185122	1980.72532	-0.092885661	0.079013224	0.239766321	0.359030116
FBgn0260942	0.918284551	0	0.68472881	0.582439178	0.239745618	0.359030116
FBgn0263118	16.03739226	10.1131125	0.546140359	0.464813098	0.240007654	0.359348318
FBgn0001112	1.060469513	0	0.602460511	0.513204997	0.240427929	0.359891097
FBgn0001187	1.060469513	0	0.602460511	0.513204997	0.240427929	0.359891097
FBgn0042094	122.5287316	106.9100465	0.206768442	0.176221231	0.240657159	0.360147715
FBgn0042205	40.98509551	51.52871609	-0.322678053	0.275001849	0.240648725	0.360147715
FBgn0030900	4.875792681	2.889460715	0.736225522	0.62765206	0.240802415	0.360321827
FBgn0033038	502.9412417	470.9820966	0.095654875	0.081576435	0.240964378	0.360484069
FBgn0082926	0	1.444730358	-0.762330138	0.650136702	0.24096869	0.360484069
FBgn0039674	399.6431463	347.2168626	0.195520807	0.166793034	0.2411023	0.360640658
FBgn0003090	21.76629471	27.93145358	-0.383193707	0.327340466	0.241748592	0.361563987
FBgn0030904	71.66170121	57.7892143	0.279639775	0.238932769	0.241852052	0.361675321
FBgn0038652	5.017977643	9.149958932	-0.655102814	0.559948013	0.242027102	0.361893674
FBgn0052087	0	0.481576786	-0.762624374	0.652121644	0.242221931	0.362141546
FBgn0035087	2879.756745	2780.142785	0.051374769	0.043983791	0.242791157	0.362949045
FBgn0038199	0	0.481576786	-0.751154823	0.643476363	0.24307364	0.363327749
FBgn0033349	1391.010768	1284.365288	0.110504558	0.094709169	0.243300105	0.363622641
FBgn0039595	2.120939026	0	0.692361437	0.593487516	0.243372692	0.363687513
FBgn0034602	0	1.444730358	-0.758603542	0.650778315	0.243741192	0.364194518
FBgn0034623	0	1.444730358	-0.758492565	0.650739594	0.243782117	0.364212002
FBgn0052602	0	0.481576786	-0.748796716	0.642727107	0.244006626	0.364503725
FBgn0036773	2.120939026	4.334191073	-0.766034804	0.657598976	0.244060855	0.36454104
FBgn0030824	0	1.926307143	-0.755851942	0.649058474	0.244206873	0.36471543
FBgn0024983	420.7518556	391.0403501	0.106573099	0.091562028	0.24444659	0.365029698
FBgn0000153	12.9329939	19.74464822	-0.503229375	0.433051017	0.245212866	0.366130101
FBgn0083018	5.936262194	11.07626608	-0.61441937	0.528822838	0.245291364	0.366203434
FBgn0035431	3.039223578	0.481576786	0.773420802	0.666156031	0.245633567	0.366670397
FBgn0038449	1.060469513	0	0.594460116	0.512299416	0.245895619	0.367017617
FBgn0264352	2.897038616	5.297344645	-0.713839825	0.615560773	0.246188175	0.367410278
FBgn0085435	27.49519716	15.89203393	0.606591549	0.524049944	0.247065226	0.368675038
FBgn0263457	0	1.444730358	-0.752245634	0.650053955	0.247188649	0.368815052
FBgn0263441	0	0.963153572	-0.752278243	0.650921465	0.247798667	0.369680966
FBgn0052284	6.996731707	3.852614287	0.649836756	0.56239365	0.24789236	0.369776479
FBgn0030989	0	1.444730358	-0.74998499	0.649176582	0.247973092	0.369852638
FBgn0036003	11.23860976	7.223651788	0.567216597	0.491048578	0.248044154	0.369914358
FBgn0038018	0	0.963153572	-0.750769539	0.650144787	0.248183464	0.37007023
FBgn0050081	0	0.963153572	-0.751626362	0.650920617	0.24820806	0.37007023
FBgn0085479	4.099693091	7.223651788	-0.697485377	0.604349011	0.248454979	0.370394068
FBgn0039124	3.673138206	0.963153572	0.784618258	0.680381122	0.248826647	0.370903779
FBgn0031031	6.220632118	3.371037501	0.708971826	0.615271473	0.249201484	0.371418094
FBgn0035574	11.30378454	6.742075002	0.516796761	0.448745334	0.249465662	0.371767374
FBgn0032023	21.48192479	14.44730358	0.477007445	0.414235478	0.249511417	0.371767536
FBgn0038068	0	1.444730358	-0.743668988	0.645865405	0.24955526	0.371767536
FBgn0060292	0	1.444730358	-0.743668988	0.645865405	0.24955526	0.371767536
FBgn0028954	357.7931056	325.5459072	0.130889628	0.113741672	0.249830037	0.372132396
FBgn0003499	5.160162604	1.444730358	0.74901467	0.651088731	0.249977773	0.372307956
FBgn0041194	0	1.444730358	-0.745570506	0.648457638	0.250242828	0.372658187
FBgn0260660	12.15689431	18.78149465	-0.515031974	0.448142367	0.2504489	0.372920507
FBgn0031307	5030.514391	4769.05491	0.077390171	0.067384707	0.250769347	0.373353048
FBgn0050493	207.7691768	231.1568572	-0.155177131	0.13520057	0.251069716	0.373755598
