	Mean_cyto	Mean_total	log2FoldChange	lfcSE	pvalue	padj
FBgn0030270	0	0.481576786	-0.74561393	0.649745924	0.251155655	0.373838878
FBgn0029756	256.0235385	230.6752804	0.150025744	0.130761439	0.251247718	0.373931252
FBgn0015614	1811.057697	1978.799013	-0.122657764	0.106950719	0.251438475	0.374170473
FBgn0038012	0	0.963153572	-0.741836773	0.646924155	0.251499978	0.374217315
FBgn0045843	1.060469513	0	0.631210853	0.550586982	0.25161621	0.374300886
FBgn0053654	1.060469513	0	0.631210853	0.550586982	0.25161621	0.374300886
FBgn0017572	996.6344632	894.2880914	0.151742004	0.132451884	0.251944677	0.37474478
FBgn0036044	0	1.444730358	-0.739570733	0.646928177	0.252953996	0.376201151
FBgn0020429	9.893770323	6.260498216	0.56533549	0.494645939	0.253076212	0.376338006
FBgn0033203	0	1.444730358	-0.740236293	0.647796051	0.253163333	0.376382287
FBgn0034153	0	0.963153572	-0.742337427	0.64963898	0.25316639	0.376382287
FBgn0035751	12.79080894	8.668382146	0.527090726	0.461302257	0.253198612	0.376385294
FBgn0026760	1.060469513	0.481576786	0.664086385	0.581823656	0.253708606	0.376873702
FBgn0050202	1.060469513	0.481576786	0.664086385	0.581823656	0.253708606	0.376873702
FBgn0053461	1.060469513	0.481576786	0.664086385	0.581823656	0.253708606	0.376873702
FBgn0053795	1.060469513	0.481576786	0.664086385	0.581823656	0.253708606	0.376873702
FBgn0250910	1.060469513	0.481576786	0.664086385	0.581823656	0.253708606	0.376873702
FBgn0263041	1.060469513	0.481576786	0.664086385	0.581823656	0.253708606	0.376873702
FBgn0029649	0	1.926307143	-0.735757537	0.645057877	0.254033498	0.377311344
FBgn0031301	1.060469513	0	0.627381261	0.550179438	0.25415252	0.377443144
FBgn0052656	1.836569103	0.481576786	0.780671052	0.684821842	0.254302026	0.377620178
FBgn0038815	323.1056524	294.724993	0.121046545	0.106227225	0.254492226	0.37785759
FBgn0033744	58.30215243	48.15767859	0.25807707	0.226540504	0.254615829	0.377996078
FBgn0013755	1.836569103	0	0.747697433	0.656502686	0.254740721	0.378136446
FBgn0036143	0	0.963153572	-0.737569126	0.648389881	0.255312806	0.378940514
FBgn0034129	0	0.481576786	-0.735753423	0.647176766	0.255594203	0.379288895
FBgn0034214	153.6318922	137.249384	0.160687878	0.141347037	0.255608395	0.379288895
FBgn0041713	4.733607719	2.407883929	0.697886576	0.614216153	0.255863209	0.379621806
FBgn0036481	4.099693091	1.444730358	0.7216366	0.635661964	0.256269692	0.380179642
FBgn0033807	3.18140854	0.481576786	0.773682808	0.681639058	0.256361502	0.380270579
FBgn0039946	122.7597622	104.5021625	0.207891818	0.183375295	0.256922137	0.381056836
FBgn0262881	0	1.444730358	-0.727024424	0.641526765	0.257099979	0.38127523
FBgn0034327	6.712361784	10.59468929	-0.562259046	0.496383541	0.25733568	0.381533974
FBgn0036956	16.60613211	12.03941965	0.45049614	0.397707668	0.257326882	0.381533974
FBgn0032376	0	0.963153572	-0.733759595	0.647870619	0.257394374	0.381575602
FBgn0259145	0.918284551	0	0.579458565	0.511793238	0.257545218	0.381753812
FBgn0013810	0	0.481576786	-0.733461729	0.648052318	0.257721048	0.381969012
FBgn0038929	0	0.963153572	-0.730240505	0.645338673	0.257818763	0.3820684
FBgn0032945	1.060469513	2.889460715	-0.781310501	0.691960161	0.258844506	0.38354287
FBgn0013548	472.2764714	517.6950448	-0.135293563	0.1198331	0.258890816	0.383565887
FBgn0037385	0	1.444730358	-0.728725815	0.645576678	0.258982957	0.383611195
FBgn0263513	0	1.444730358	-0.728725815	0.645576678	0.258982957	0.383611195
FBgn0053290	0	0.963153572	-0.727510078	0.644604765	0.259060626	0.383680639
FBgn0015795	1294.531713	1478.922309	-0.186134374	0.164976506	0.259215297	0.383864098
FBgn0030016	2.897038616	0.963153572	0.755188192	0.669423107	0.259270129	0.383899682
FBgn0053514	21.48192479	15.89203393	0.418605747	0.371093947	0.25930652	0.383907954
FBgn0035510	2.120939026	0	0.770089947	0.682850853	0.259422485	0.384034022
FBgn0002862	0.918284551	0	0.61941073	0.549729766	0.259846107	0.384524107
FBgn0035673	0.918284551	0	0.61941073	0.549729766	0.259846107	0.384524107
FBgn0051427	0	0.481576786	-0.729162994	0.647119966	0.259834751	0.384524107
FBgn0003377	0	0.481576786	-0.728405437	0.646949047	0.260204247	0.38496267
FBgn0036765	0	0	-0.718450505	0.638091016	0.260192041	0.38496267
FBgn0039764	163.4486524	183.4807554	-0.154401837	0.137152512	0.260263955	0.385005303
FBgn0259210	2.754853654	5.77892143	-0.70425476	0.625793531	0.260428559	0.385203078
FBgn0032637	3.039223578	1.444730358	0.764627751	0.679681188	0.260597505	0.385407227
FBgn0030827	0	0.481576786	-0.727118299	0.646383244	0.26063024	0.385409905
FBgn0033372	33.08191465	46.23137144	-0.476470862	0.423667455	0.260744123	0.385532567
FBgn0263973	0	1.444730358	-0.716205582	0.637246187	0.261052393	0.385942583
FBgn0033494	2.897038616	5.297344645	-0.696287123	0.620089427	0.261487704	0.386494457
FBgn0051644	0	0.963153572	-0.725871991	0.646432304	0.261484464	0.386494457
FBgn0003482	109.1040081	92.46274289	0.250669641	0.223314915	0.261652479	0.386692143
FBgn0264086	1.060469513	2.889460715	-0.776664709	0.692145701	0.261815	0.386886453
FBgn0263985	0.918284551	2.889460715	-0.771863572	0.688099725	0.26197635	0.387078986
FBgn0032265	0.918284551	0	0.615759986	0.549368712	0.262351666	0.38754164
FBgn0039851	0.918284551	0	0.615844187	0.549411468	0.262323556	0.38754164
FBgn0264502	1.060469513	2.407883929	-0.774570929	0.691175424	0.262433675	0.38761684
FBgn0003378	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0012011	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0029746	0	0.481576786	-0.723532967	0.646025596	0.262724119	0.387863678
FBgn0030223	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0031305	1.978754065	0.481576786	0.768652586	0.686699897	0.262993922	0.387863678
FBgn0032422	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0034731	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0035625	0	0.481576786	-0.721232291	0.644490596	0.263108821	0.387863678
FBgn0036712	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0037460	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0044812	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0050065	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0051591	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0053443	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0053463	0.918284551	2.407883929	-0.774567264	0.691955025	0.262973962	0.387863678
FBgn0053641	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0083945	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0260458	3.815323167	6.742075002	-0.650194457	0.580584994	0.262758344	0.387863678
FBgn0262005	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0262982	0.918284551	0.481576786	0.649647032	0.580661395	0.26322322	0.387863678
FBgn0040252	4.241878053	1.444730358	0.737794353	0.659569632	0.263310977	0.387947123
FBgn0052452	122.3983821	104.0205857	0.209102675	0.18697462	0.263418433	0.388059567
FBgn0050043	0	0.481576786	-0.722090594	0.645909824	0.263591188	0.388268169
FBgn0036639	3.18140854	1.444730358	0.761294752	0.681110079	0.263683842	0.388358748
FBgn0037078	2.754853654	0.963153572	0.763907106	0.683630826	0.263812069	0.388501692
FBgn0002772	1.978754065	0	0.763958443	0.684019314	0.264051294	0.388808043
FBgn0039169	133.3526219	149.7703804	-0.182828022	0.163744634	0.264189519	0.388965621
FBgn0052260	5.65189227	2.889460715	0.65100557	0.58317169	0.264285662	0.38906121
FBgn0033154	1.060469513	0	0.660802046	0.592451644	0.264692438	0.389614014
FBgn0032187	1.060469513	0	0.625490141	0.561403329	0.265212838	0.390333915
FBgn0035405	517.9299999	479.1689019	0.109192824	0.098040828	0.265387103	0.390544274
FBgn0050431	0.918284551	2.889460715	-0.770523381	0.691986609	0.265496049	0.390658472
FBgn0035027	204.4455833	169.0334518	0.239453285	0.215100193	0.265615056	0.390762914
FBgn0037547	0.918284551	2.889460715	-0.77109161	0.692690636	0.265629737	0.390762914
FBgn0039257	0	0.481576786	-0.717286229	0.644422597	0.265679187	0.390789532
FBgn0037896	0	1.444730358	-0.715219632	0.643865313	0.266645057	0.392163954
FBgn0085213	0.918284551	2.889460715	-0.768701105	0.692201868	0.266776827	0.392311457
FBgn0013704	0	0.481576786	-0.716276045	0.645190411	0.266922434	0.392479271
FBgn0039798	3.957508129	1.926307143	0.708194638	0.638573348	0.267418836	0.393162788
FBgn0051097	0	0.481576786	-0.714170317	0.644040048	0.267477137	0.393202118
FBgn0051219	3.957508129	1.926307143	0.709824839	0.640280272	0.267595951	0.393330385
FBgn0038828	2.754853654	5.77892143	-0.710384318	0.641074767	0.267812321	0.393601999
FBgn0035142	3807.579204	3540.070953	0.099394585	0.089710716	0.26788535	0.393662907
FBgn0036962	0	0.481576786	-0.71052678	0.641362873	0.26793137	0.393684115
FBgn0030396	20.42145527	27.93145358	-0.383201279	0.346004361	0.268076003	0.393850197
FBgn0038203	38.51461178	48.15767859	-0.300895517	0.271792477	0.268260134	0.394074263
FBgn0036203	0.918284551	3.371037501	-0.767239348	0.693134277	0.268331541	0.394132704
FBgn0085419	0	1.926307143	-0.708605544	0.641324655	0.269198914	0.39536013
FBgn0032075	1.978754065	0.481576786	0.742556	0.672430116	0.269468554	0.395709507
FBgn0015553	100.2055325	114.1336983	-0.19035505	0.172446821	0.269659149	0.395914679
FBgn0028879	1.836569103	0.963153572	0.752087287	0.681350397	0.269671805	0.395914679
FBgn0034732	0	1.444730358	-0.708915963	0.643031867	0.270262381	0.396734989
FBgn0031896	671.5085527	786.8964681	-0.225021187	0.204159102	0.270381067	0.39686247
FBgn0053509	3.18140854	5.77892143	-0.682130465	0.619009701	0.270474472	0.39695282
FBgn0031157	6.712361784	3.371037501	0.599287222	0.544359127	0.270938376	0.397586833
FBgn0028482	4.591422757	2.407883929	0.690236342	0.627127837	0.271057285	0.397714498
FBgn0037569	216.614313	253.3093894	-0.215956905	0.196237678	0.271120232	0.39776003
FBgn0017551	220.6133251	201.2990965	0.138666172	0.126090761	0.271448469	0.398194712
FBgn0259738	0	0.481576786	-0.704335952	0.640575309	0.27153411	0.398273463
FBgn0039863	578.987006	525.8818502	0.123028448	0.111938288	0.271735841	0.398522451
FBgn0030394	0.918284551	0	0.615898899	0.560836679	0.272126461	0.398682815
FBgn0032069	0.918284551	0	0.615898899	0.560836679	0.272126461	0.398682815
FBgn0032470	3.673138206	2.407883929	0.729693524	0.664208416	0.271946416	0.398682815
FBgn0032704	2572.741664	2376.581438	0.115975444	0.10556266	0.271924778	0.398682815
FBgn0032771	1.060469513	0	0.62023533	0.564793235	0.27213309	0.398682815
FBgn0033079	27.06864228	34.1919518	-0.341261247	0.310633178	0.271943086	0.398682815
FBgn0038647	0.918284551	0	0.649774244	0.591511434	0.271987004	0.398682815
FBgn0038918	0.918284551	0	0.615898899	0.560836679	0.272126461	0.398682815
FBgn0085813	209252.3202	259837.1627	-0.6599408	0.600809961	0.27202177	0.398682815
FBgn0030935	1.836569103	3.852614287	-0.722299436	0.657942412	0.272285023	0.398858515
FBgn0000337	0	0.481576786	-0.705144076	0.642886317	0.2727109	0.399435415
FBgn0034054	257.3032032	232.6015876	0.14379626	0.131139797	0.272855114	0.399599681
FBgn0040726	0	1.926307143	-0.698597218	0.637465835	0.273123631	0.39994593
FBgn0010441	363.018443	402.1166162	-0.146721034	0.133984527	0.273490554	0.400436181
FBgn0000427	4.733607719	2.407883929	0.664657101	0.607329272	0.27378251	0.400816566
FBgn0035187	0	0.963153572	-0.700444688	0.640303826	0.273987651	0.401029438
FBgn0036134	456.4701097	502.7661644	-0.155289401	0.141969314	0.274032306	0.401029438
FBgn0051528	11.0964248	7.705228574	0.532208404	0.486582415	0.274056625	0.401029438
FBgn0261439	2706.9889	2867.78976	-0.083205267	0.076062316	0.2739948	0.401029438
FBgn0040843	1.060469513	0	0.612589214	0.560164488	0.274135674	0.401050933
FBgn0085449	1.060469513	0	0.612589214	0.560164488	0.274135674	0.401050933
FBgn0085455	1.836569103	0.481576786	0.711785128	0.650955414	0.274197665	0.401094542
FBgn0035582	0	1.444730358	-0.696817281	0.637397926	0.274296446	0.40119195
FBgn0032783	27.3530122	19.26307143	0.407042063	0.372416466	0.274404569	0.401302998
FBgn0032946	7.138916669	11.55784286	-0.596318917	0.545754254	0.274547074	0.401464294
FBgn0034504	558.8914246	605.8235966	-0.116497094	0.106638065	0.274633957	0.401544228
FBgn0030815	1.060469513	0	0.616410624	0.564388163	0.274756202	0.40162873
FBgn0259481	2172.589115	2346.242101	-0.114158066	0.104520454	0.274741728	0.40162873
FBgn0050187	69.89030689	84.75751431	-0.268426894	0.245844302	0.274895833	0.401785712
FBgn0039454	0	0.963153572	-0.694061048	0.635755733	0.27496048	0.401833075
FBgn0023536	193.9060629	221.0437447	-0.177294022	0.162445816	0.275095129	0.401980526
FBgn0030551	2.897038616	1.444730358	0.736131365	0.674524274	0.275125883	0.401980526
FBgn0037039	0.918284551	0	0.567010735	0.519985896	0.275521644	0.402511575
FBgn0004878	1.060469513	2.407883929	-0.753815448	0.691359058	0.27556403	0.402526314
FBgn0026749	133.5599817	116.5415822	0.193825924	0.177789588	0.27562576	0.402569301
FBgn0029778	463.3661604	427.1586091	0.115943035	0.106374722	0.275735555	0.402682473
FBgn0262095	1.836569103	0.481576786	0.721353859	0.662124239	0.275953757	0.402953916
FBgn0037144	71.44250607	83.79436074	-0.213940657	0.196407321	0.276034717	0.403024915
FBgn0260499	1.836569103	0.963153572	0.736230661	0.677013981	0.27683028	0.404139134
FBgn0005619	0	0.963153572	-0.694737317	0.639069121	0.27698897	0.404267178
FBgn0029716	1.060469513	0	0.608281704	0.559685091	0.277112614	0.404267178
FBgn0031701	0	0.963153572	-0.694864964	0.639286532	0.277064114	0.404267178
FBgn0033063	3.815323167	1.444730358	0.697559458	0.641678994	0.276999351	0.404267178
FBgn0040360	1.060469513	0	0.608281704	0.559685091	0.277112614	0.404267178
FBgn0264296	1.060469513	0	0.608281704	0.559685091	0.277112614	0.404267178
FBgn0036142	139.857624	156.9940322	-0.169418963	0.155926347	0.277243698	0.404411073
FBgn0052572	0	0.963153572	-0.694457851	0.639357981	0.277399364	0.404590787
FBgn0038290	292.3520365	316.3959483	-0.11307655	0.1041727	0.277712652	0.405000326
FBgn0040505	59.93136179	47.6761018	0.267630227	0.246656113	0.277906672	0.405235855
FBgn0013972	0	1.444730358	-0.686888962	0.633263183	0.278062673	0.405415897
FBgn0039979	1.978754065	0.481576786	0.739168518	0.681588581	0.278152463	0.405499374
FBgn0263929	1690.537388	1573.792936	0.099796207	0.09203362	0.278211801	0.405538442
FBgn0031201	9.6094004	6.742075002	0.535889377	0.494359033	0.278361045	0.405708538
FBgn0039325	0	0.963153572	-0.693594783	0.639909228	0.2784111	0.405734043
FBgn0032086	0	1.926307143	-0.688641979	0.635444165	0.278490062	0.405801665
FBgn0264717	1.978754065	0.481576786	0.734082766	0.678200208	0.279075575	0.406607305
FBgn0038295	0	0	-0.69191206	0.639488183	0.279262363	0.406831891
FBgn0035797	0	0.963153572	-0.692789607	0.640381174	0.279323881	0.406873952
FBgn0053511	0	0.963153572	-0.69262835	0.640320185	0.279390014	0.406922723
FBgn0036156	2.897038616	0.963153572	0.72330296	0.669017678	0.279634053	0.407182989
FBgn0037368	197.3718414	176.7386804	0.161246492	0.149141503	0.279623966	0.407182989
FBgn0051292	51.79715038	41.41560358	0.366486534	0.339012532	0.279678762	0.407200515
FBgn0262033	0	0.963153572	-0.691776206	0.640376452	0.280024233	0.407629713
FBgn0263314	0	0.963153572	-0.691770468	0.640390755	0.280038964	0.407629713
FBgn0028688	1755.054174	1639.768956	0.099588144	0.092327476	0.280748071	0.408614179
FBgn0036422	3.039223578	0.481576786	0.711147749	0.659475205	0.280875791	0.408752333
FBgn0264343	0	1.926307143	-0.686190773	0.636590533	0.281071489	0.408989371
FBgn0028855	0.918284551	0	0.559344937	0.51921973	0.281355275	0.409020271
FBgn0032228	8.975485772	13.96572679	-0.505805642	0.469507422	0.281341225	0.409020271
FBgn0033753	0	1.444730358	-0.686451102	0.637124817	0.281292615	0.409020271
FBgn0035928	0.918284551	0	0.559344937	0.51921973	0.281355275	0.409020271
FBgn0037517	0.918284551	0	0.559344937	0.51921973	0.281355275	0.409020271
FBgn0042213	176.3046361	196.9649054	-0.142932157	0.132616624	0.281129887	0.409020271
FBgn0262291	0.918284551	0	0.559344937	0.51921973	0.281355275	0.409020271
FBgn0264267	0.918284551	0	0.559344937	0.51921973	0.281355275	0.409020271
FBgn0039691	1191.470646	1105.7003	0.106715268	0.099098502	0.281542567	0.409197087
FBgn0085294	0	1.926307143	-0.68531133	0.636373564	0.281524495	0.409197087
FBgn0032913	0	0.963153572	-0.687059548	0.638511246	0.281912235	0.40955443
FBgn0039331	0.918284551	0	0.606728864	0.563865765	0.281919879	0.40955443
FBgn0040813	0.918284551	0	0.606728864	0.563865765	0.281919879	0.40955443
FBgn0262032	0.918284551	0	0.606728864	0.563865765	0.281919879	0.40955443
FBgn0034638	48.4083821	39.97087323	0.266245302	0.247801206	0.282629547	0.410537535
FBgn0025620	0	0.963153572	-0.683767093	0.636768263	0.282908575	0.410894951
FBgn0037916	0.918284551	2.407883929	-0.743451543	0.692421118	0.282957816	0.410918581
FBgn0038414	0	1.444730358	-0.679953056	0.633550094	0.283162206	0.411167491
FBgn0034363	0.918284551	2.889460715	-0.743973391	0.693336766	0.283256206	0.411256069
FBgn0015766	0.918284551	2.407883929	-0.742124323	0.691794569	0.283382198	0.411391069
FBgn0052667	1.060469513	0	0.603593175	0.563089546	0.283750997	0.411782566
FBgn0259231	1.060469513	0	0.603593175	0.563089546	0.283750997	0.411782566
FBgn0262717	1.060469513	0	0.603593175	0.563089546	0.283750997	0.411782566
FBgn0031573	218.8537662	240.3068161	-0.131706654	0.12291245	0.283922867	0.411984013
FBgn0037229	3.957508129	1.926307143	0.680314667	0.635493966	0.2843813	0.412601181
FBgn0031908	0.918284551	0	0.60303622	0.563514401	0.284558758	0.412762546
FBgn0033792	0.918284551	0	0.60303622	0.563514401	0.284558758	0.412762546
FBgn0039827	49.39184143	40.9340268	0.272070846	0.25478318	0.285587069	0.41420594
FBgn0012344	0.918284551	0	0.597243968	0.559383656	0.285663894	0.414269154
FBgn0039017	238.4457825	262.9409251	-0.146635419	0.137535977	0.286351117	0.415217449
FBgn0030313	1.836569103	1.444730358	0.727866544	0.682909984	0.286500103	0.41528853
FBgn0036222	1.836569103	1.444730358	0.727866544	0.682909984	0.286500103	0.41528853
FBgn0037276	1.836569103	0	0.728387877	0.683389706	0.286493466	0.41528853
FBgn0002629	1.060469513	0	0.599395006	0.562635438	0.286724535	0.415324021
FBgn0020269	10.38549999	6.742075002	0.576618841	0.541165985	0.286644306	0.415324021
FBgn0029891	949.2095404	1009.384943	-0.088642176	0.083200072	0.286690502	0.415324021
FBgn0033131	1.060469513	0	0.599395006	0.562635438	0.286724535	0.415324021
FBgn0051686	1.060469513	0	0.636681425	0.597542647	0.286649927	0.415324021
FBgn0259923	19.64535568	25.52356965	-0.365138857	0.342694755	0.286652898	0.415324021
FBgn0031926	0	0.963153572	-0.676368091	0.63539176	0.287106842	0.415829467
FBgn0052451	1469.651528	1545.861483	-0.070593253	0.066326149	0.287176893	0.415882595
FBgn0030040	56.95731299	42.37875716	0.4534431	0.426218041	0.287384924	0.416135507
FBgn0053299	7.915016259	4.815767859	0.560678366	0.527137951	0.287497527	0.416250195
FBgn0038438	737.7020506	779.6728163	-0.079790709	0.075026692	0.28755634	0.416286987
FBgn0039022	0	1.444730358	-0.67019504	0.631304768	0.288415949	0.417482923
